"Classification_ID","Run_ID","US_ID","Condition","Question_ID","Segment_ID","Question_Original","Gap_Normalized","Contextual_Category","Coverage","Functional_Relevance","Evidence","Justification","Judge_ID","Adjudication_Status"
"CLS0187","US02_CS_R2","US02","CS","Q05","S01","What should happen if the Geocoding Service or Facility Directory is unavailable during search?","","","","","","","","Pending"
"CLS0188","US02_CS_R2","US02","CS","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats are valid for search input: 5-digit ZIP only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0189","US02_CS_R2","US02","CS","Q07","S01","[NEEDS CLARIFICATION] What facility details must appear in each result so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0190","US02_CS_R2","US02","CS","Q08","S01","[NEEDS CLARIFICATION] When multiple facilities have the same calculated distance, what tie-breaker should determine their order?","","","","","","","","Pending"
"CLS0191","US02_CS_R2","US02","CS","Q09","S01","[NEEDS CLARIFICATION] What should the user see when a syntactically valid ZIP code cannot be geocoded?","","","","","","","","Pending"
"CLS0192","US02_CS_R2","US02","CS","Q10","S01","[NEEDS CLARIFICATION] What should happen if the Geocoding Service or Facility Directory is unavailable during search?","","","","","","","","Pending"
"CLS0193","US02_CS_R3","US02","CS","Q01","S01","Which ZIP code formats must be accepted: 5-digit US ZIP only, ZIP+4, or another postal-code scope?","","","","","","","","Pending"
"CLS0194","US02_CS_R3","US02","CS","Q02","S01","What facility details must each search result display so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0195","US02_CS_R3","US02","CS","Q03","S01","What should happen if the Geocoding Service is unavailable or cannot return coordinates for a syntactically valid ZIP code?","","","","","","","","Pending"
"CLS0196","US02_CS_R3","US02","CS","Q04","S01","What should happen if the Facility Directory is unavailable or returns incomplete facility data?","","","","","","","","Pending"
"CLS0197","US02_CS_R3","US02","CS","Q05","S01","When multiple eligible facilities have the same calculated distance, what tie-breaker should determine their order?","","","","","","","","Pending"
"CLS0198","US02_CS_R3","US02","CS","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats must be accepted: 5-digit US ZIP only, ZIP+4, or another postal-code scope?","","","","","","","","Pending"
"CLS0199","US02_CS_R3","US02","CS","Q07","S01","[NEEDS CLARIFICATION] What facility details must each search result display so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0200","US02_CS_R3","US02","CS","Q08","S01","[NEEDS CLARIFICATION] What should happen if the Geocoding Service is unavailable or cannot return coordinates for a syntactically valid ZIP code?","","","","","","","","Pending"
"CLS0201","US02_CS_R3","US02","CS","Q09","S01","[NEEDS CLARIFICATION] What should happen if the Facility Directory is unavailable or returns incomplete facility data?","","","","","","","","Pending"
"CLS0202","US02_CS_R3","US02","CS","Q10","S01","[NEEDS CLARIFICATION] When multiple eligible facilities have the same calculated distance, what tie-breaker should determine their order?","","","","","","","","Pending"
"CLS0203","US02_CS_R4","US02","CS","Q01","S01","Which ZIP code formats are accepted: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0204","US02_CS_R4","US02","CS","Q02","S01","What facility details must appear in each search result?","","","","","","","","Pending"
"CLS0205","US02_CS_R4","US02","CS","Q03","S01","How should facilities with identical distances be ordered?","","","","","","","","Pending"
"CLS0206","US02_CS_R4","US02","CS","Q04","S01","What should users see if the Geocoding Service is unavailable?","","","","","","","","Pending"
"CLS0207","US02_CS_R4","US02","CS","Q05","S01","What should users see if the Facility Directory is unavailable?","","","","","","","","Pending"
"CLS0208","US02_CS_R4","US02","CS","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats are accepted: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0209","US02_CS_R4","US02","CS","Q07","S01","[NEEDS CLARIFICATION] What facility details must appear in each search result?","","","","","","","","Pending"
"CLS0210","US02_CS_R4","US02","CS","Q08","S01","[NEEDS CLARIFICATION] How should facilities with identical distances be ordered?","","","","","","","","Pending"
"CLS0211","US02_CS_R4","US02","CS","Q09","S01","[NEEDS CLARIFICATION] What should users see if the Geocoding Service is unavailable?","","","","","","","","Pending"
"CLS0212","US02_CS_R4","US02","CS","Q10","S01","[NEEDS CLARIFICATION] What should users see if the Facility Directory is unavailable?","","","","","","","","Pending"
"CLS0213","US02_CS_R5","US02","CS","Q01","S01","What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0214","US02_CS_R5","US02","CS","Q02","S01","What facility details must appear in each search result so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0215","US02_CS_R5","US02","CS","Q03","S01","How should facilities with equal calculated distance be ordered?","","","","","","","","Pending"
"CLS0216","US02_CS_R5","US02","CS","Q04","S01","What should happen if the Geocoding Service or Facility Directory is unavailable during a search?","","","","","","","","Pending"
"CLS0217","US02_CS_R5","US02","CS","Q05","S01","Are searches limited to U.S. ZIP codes only?","","","","","","","","Pending"
"CLS0218","US02_CS_R5","US02","CS","Q06","S01","[NEEDS CLARIFICATION] What ZIP code formats must be accepted: 5-digit only, ZIP+4, or both?","","","","","","","","Pending"
"CLS0219","US02_CS_R5","US02","CS","Q07","S01","[NEEDS CLARIFICATION] What facility details must appear in each search result so users can decide which facilities to consider?","","","","","","","","Pending"
"CLS0220","US02_CS_R5","US02","CS","Q08","S01","[NEEDS CLARIFICATION] How should facilities with equal calculated distance be ordered?","","","","","","","","Pending"
"CLS0221","US02_CS_R5","US02","CS","Q09","S01","[NEEDS CLARIFICATION] What should happen if the Geocoding Service or Facility Directory is unavailable during a search?","","","","","","","","Pending"
"CLS0222","US02_CS_R5","US02","CS","Q10","S01","[NEEDS CLARIFICATION] Are searches limited to U.S. ZIP codes only?","","","","","","","","Pending"
"CLS0223","US02_CT_R1","US02","CT","Q01","S01","What ZIP code formats are accepted? Answer in <=5 words.","","","","","","","","Pending"
"CLS0224","US02_CT_R1","US02","CT","Q02","S01","Which facility details must appear in each result? Answer in <=5 words.","","","","","","","","Pending"
"CLS0225","US02_CT_R1","US02","CT","Q03","S01","How should equal-distance facilities be ordered? Answer in <=5 words.","","","","","","","","Pending"
"CLS0226","US02_CT_R1","US02","CT","Q04","S01","What should happen if ZIP geocoding is unavailable? Answer in <=5 words.","","","","","","","","Pending"
"CLS0227","US02_CT_R1","US02","CT","Q05","S01","What should happen if the Facility Directory is unavailable? Answer in <=5 words.","","","","","","","","Pending"
"CLS0228","US02_CT_R2","US02","CT","Q01","S01","Which ZIP code formats are valid search input: 5-digit US ZIP only, ZIP+4, or another postal-code format?","","","","","","","","Pending"
"CLS0229","US02_CT_R2","US02","CT","Q02","S01","What facility details must each result show so the user can decide which facilities to consider?","","","","","","","","Pending"
"CLS0230","US02_CT_R2","US02","CT","Q03","S01","How should the system respond when a syntactically valid ZIP code cannot be converted into coordinates?","","","","","","","","Pending"
"CLS0231","US02_CT_R2","US02","CT","Q04","S01","How should facilities with identical calculated distance be ordered?","","","","","","","","Pending"
"CLS0232","US02_CT_R2","US02","CT","Q05","S01","How should the system handle unavailable or failed Geocoding Service or Facility Directory responses?","","","","","","","","Pending"
"CLS0233","US02_CT_R2","US02","CT","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats are valid search input: 5-digit US ZIP only, ZIP+4, or another postal-code format?","","","","","","","","Pending"
"CLS0234","US02_CT_R2","US02","CT","Q07","S01","[NEEDS CLARIFICATION] What facility details must each result show so the user can decide which facilities to consider?","","","","","","","","Pending"
"CLS0235","US02_CT_R2","US02","CT","Q08","S01","[NEEDS CLARIFICATION] How should the system respond when a syntactically valid ZIP code cannot be converted into coordinates?","","","","","","","","Pending"
"CLS0236","US02_CT_R2","US02","CT","Q09","S01","[NEEDS CLARIFICATION] How should facilities with identical calculated distance be ordered?","","","","","","","","Pending"
"CLS0237","US02_CT_R2","US02","CT","Q10","S01","[NEEDS CLARIFICATION] How should the system handle unavailable or failed Geocoding Service or Facility Directory responses?","","","","","","","","Pending"
"CLS0238","US02_CT_R3","US02","CT","Q01","S01","Which ZIP code formats must be accepted: 5-digit US ZIP only, ZIP+4, or another postal-code scope?","","","","","","","","Pending"
"CLS0239","US02_CT_R3","US02","CT","Q02","S01","What facility details must appear in each result so users can decide which facilities to consider, such as name, address, distance, accepted materials, phone, website, or hours?","","","","","","","","Pending"
"CLS0240","US02_CT_R3","US02","CT","Q03","S01","How should the system handle Geocoding Service or Facility Directory failures: show a retryable error, show no results, or use cached data?","","","","","","","","Pending"
"CLS0241","US02_CT_R3","US02","CT","Q04","S01","When multiple facilities have the same distance, what secondary ordering rule should be used: name, address, verification date, or directory order?","","","","","","","","Pending"
"CLS0242","US02_CT_R3","US02","CT","Q05","S01","What defines a “verified” facility for eligibility: a boolean directory flag, a recency threshold, or manual administrator approval?","","","","","","","","Pending"
"CLS0243","US02_CT_R3","US02","CT","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats must be accepted: 5-digit US ZIP only, ZIP+4, or another postal-code scope?","","","","","","","","Pending"
"CLS0244","US02_CT_R3","US02","CT","Q07","S01","[NEEDS CLARIFICATION] What facility details must appear in each result so users can decide which facilities to consider, such as name, address, distance, accepted materials, phone, website, or hours?","","","","","","","","Pending"
"CLS0245","US02_CT_R3","US02","CT","Q08","S01","[NEEDS CLARIFICATION] How should the system handle Geocoding Service or Facility Directory failures: show a retryable error, show no results, or use cached data?","","","","","","","","Pending"
"CLS0246","US02_CT_R3","US02","CT","Q09","S01","[NEEDS CLARIFICATION] When multiple facilities have the same distance, what secondary ordering rule should be used: name, address, verification date, or directory order?","","","","","","","","Pending"
"CLS0247","US02_CT_R3","US02","CT","Q10","S01","[NEEDS CLARIFICATION] What defines a “verified” facility for eligibility: a boolean directory flag, a recency threshold, or manual administrator approval?","","","","","","","","Pending"
"CLS0248","US02_CT_R4","US02","CT","Q01","S01","Which ZIP code formats must be accepted?","","","","","","","","Pending"
"CLS0249","US02_CT_R4","US02","CT","Q02","S01","What information must each recycling facility result display?","","","","","","","","Pending"
"CLS0250","US02_CT_R4","US02","CT","Q03","S01","How should facilities with identical calculated distance be ordered?","","","","","","","","Pending"
"CLS0251","US02_CT_R4","US02","CT","Q04","S01","What should happen when the Geocoding Service or Facility Directory is unavailable?","","","","","","","","Pending"
"CLS0252","US02_CT_R4","US02","CT","Q05","S01","What geographic coverage is required for searches?","","","","","","","","Pending"
"CLS0253","US02_CT_R4","US02","CT","Q06","S01","[NEEDS CLARIFICATION] Which ZIP code formats must be accepted?","","","","","","","","Pending"
"CLS0254","US02_CT_R4","US02","CT","Q07","S01","[NEEDS CLARIFICATION] What information must each recycling facility result display?","","","","","","","","Pending"
"CLS0255","US02_CT_R4","US02","CT","Q08","S01","[NEEDS CLARIFICATION] How should facilities with identical calculated distance be ordered?","","","","","","","","Pending"
"CLS0256","US02_CT_R4","US02","CT","Q09","S01","[NEEDS CLARIFICATION] What should happen when the Geocoding Service or Facility Directory is unavailable?","","","","","","","","Pending"
"CLS0257","US02_CT_R4","US02","CT","Q10","S01","[NEEDS CLARIFICATION] What geographic coverage is required for searches?","","","","","","","","Pending"
